praf	pmek	plcg	PIP2	PIP3	p44.42	pakts473	PKA	PKC	P38	pjnk	expt
low	low	high	medium	low	high	medium	medium	NA	NA	low	9_b2camp
medium	NA	low	low	high	low	low	medium	NA	low	low	9_b2camp
medium	low	medium	medium	medium	low	low	medium	NA	low	low	9_b2camp
low	low	low	low	medium	medium	low	low	NA	medium	low	9_b2camp
low	NA	high	low	high	high	high	high	low	medium	low	9_b2camp
low	low	high	high	high	low	low	medium	NA	low	low	9_b2camp
medium	NA	high	high	high	low	low	medium	NA	low	low	9_b2camp
low	low	medium	medium	high	medium	medium	medium	NA	high	NA	9_b2camp
low	low	medium	medium	high	medium	medium	low	NA	low	NA	9_b2camp
low	low	high	medium	medium	high	high	high	low	low	low	9_b2camp
low	low	low	low	low	medium	medium	medium	NA	low	low	9_b2camp
medium	low	medium	medium	medium	low	low	medium	NA	low	low	9_b2camp
low	low	high	medium	low	low	low	low	NA	NA	NA	9_b2camp
low	low	medium	high	high	low	low	low	low	high	low	9_b2camp
NA	low	high	high	high	low	low	medium	low	NA	NA	9_b2camp
low	low	medium	medium	medium	low	low	low	low	medium	low	9_b2camp
low	low	high	high	high	low	low	medium	NA	low	NA	9_b2camp
low	low	high	high	high	medium	low	low	medium	high	low	9_b2camp
high	low	low	high	medium	medium	low	low	NA	high	low	9_b2camp
high	NA	medium	high	medium	medium	low	medium	NA	NA	low	9_b2camp
medium	NA	high	medium	medium	high	high	high	low	NA	low	9_b2camp
low	low	high	medium	high	medium	low	low	low	high	low	9_b2camp
low	low	low	low	high	medium	medium	medium	NA	NA	low	9_b2camp
medium	low	medium	medium	medium	medium	low	low	low	medium	low	9_b2camp
low	low	medium	medium	medium	medium	low	medium	NA	low	NA	9_b2camp
medium	low	medium	medium	medium	low	low	medium	NA	low	low	9_b2camp
low	low	high	medium	NA	low	low	low	NA	low	low	9_b2camp
low	low	medium	medium	medium	low	medium	medium	NA	high	low	9_b2camp
low	NA	high	medium	high	high	medium	low	NA	high	NA	9_b2camp
low	NA	medium	high	high	medium	low	low	NA	high	low	9_b2camp
medium	low	low	low	NA	low	low	medium	NA	low	low	9_b2camp
medium	low	low	low	low	medium	low	medium	NA	low	low	9_b2camp
medium	low	high	low	low	medium	medium	medium	NA	low	low	9_b2camp
low	NA	low	low	medium	high	medium	low	low	NA	low	9_b2camp
medium	NA	low	low	medium	low	low	low	low	low	low	9_b2camp
low	low	low	low	medium	low	low	medium	NA	low	low	9_b2camp
low	low	high	high	high	medium	medium	medium	low	low	low	9_b2camp
medium	low	high	high	high	medium	medium	medium	low	NA	low	9_b2camp
low	low	high	high	high	high	high	high	low	high	low	9_b2camp
low	low	medium	low	low	high	high	high	NA	low	NA	9_b2camp
low	low	low	medium	medium	high	high	low	NA	NA	NA	9_b2camp
medium	low	medium	high	high	low	low	medium	NA	low	low	9_b2camp
medium	low	low	low	medium	high	high	high	low	high	low	9_b2camp
NA	low	low	medium	high	high	high	high	NA	low	low	9_b2camp
low	low	medium	medium	high	low	medium	medium	NA	low	low	9_b2camp
low	low	low	low	medium	medium	low	medium	NA	low	low	9_b2camp
medium	low	low	low	low	medium	medium	medium	low	high	low	9_b2camp
low	low	medium	medium	medium	medium	low	low	NA	high	low	9_b2camp
low	low	high	medium	high	medium	low	medium	low	high	low	9_b2camp
low	low	medium	low	low	low	low	low	NA	low	low	9_b2camp
low	low	high	medium	high	low	low	low	NA	NA	low	9_b2camp
medium	NA	high	high	high	medium	medium	high	NA	high	low	9_b2camp
low	low	high	medium	high	high	high	high	NA	low	low	9_b2camp
medium	low	medium	high	high	medium	low	low	NA	NA	low	9_b2camp
high	low	high	high	high	high	high	high	NA	low	low	9_b2camp
high	low	medium	medium	high	medium	medium	high	NA	low	NA	9_b2camp
low	NA	medium	high	high	low	low	low	low	NA	low	9_b2camp
low	low	low	medium	medium	medium	low	medium	NA	NA	NA	9_b2camp
medium	low	medium	medium	medium	low	low	low	NA	low	low	9_b2camp
medium	low	medium	medium	high	high	low	low	medium	high	medium	9_b2camp
medium	low	medium	low	medium	low	low	medium	low	high	low	9_b2camp
low	NA	high	high	high	high	high	high	medium	high	medium	9_b2camp
low	low	medium	low	low	medium	low	low	low	high	low	9_b2camp
low	low	medium	low	low	medium	medium	low	low	low	low	9_b2camp
low	NA	medium	low	low	low	low	medium	low	high	low	9_b2camp
high	low	low	low	low	low	low	medium	NA	high	low	9_b2camp
low	low	low	high	high	high	high	high	NA	NA	low	9_b2camp
low	low	low	medium	low	low	low	medium	NA	low	low	9_b2camp
low	NA	high	high	high	high	high	high	low	medium	low	9_b2camp
low	low	high	high	high	low	low	medium	NA	low	low	9_b2camp
low	NA	high	medium	medium	medium	low	low	low	high	low	9_b2camp
high	NA	low	low	low	medium	medium	low	NA	low	low	9_b2camp
low	low	medium	medium	medium	low	low	low	medium	low	NA	9_b2camp
high	low	medium	high	high	low	low	low	NA	low	low	9_b2camp
medium	low	medium	medium	medium	low	medium	high	NA	low	low	9_b2camp
low	NA	high	medium	medium	low	low	low	low	low	low	9_b2camp
low	low	high	high	high	medium	medium	low	NA	low	low	9_b2camp
low	low	medium	medium	medium	medium	low	medium	low	high	low	9_b2camp
medium	NA	medium	low	low	medium	low	medium	NA	high	low	9_b2camp
medium	low	medium	high	high	high	high	high	medium	high	medium	9_b2camp
low	low	high	medium	high	medium	low	low	low	low	NA	9_b2camp
low	low	low	high	medium	high	high	high	low	low	low	9_b2camp
low	NA	high	medium	high	medium	low	medium	NA	low	low	9_b2camp
low	low	high	medium	high	low	low	low	low	high	low	9_b2camp
low	low	low	low	medium	low	low	medium	NA	low	low	9_b2camp
medium	low	medium	medium	high	high	medium	high	NA	low	low	9_b2camp
medium	low	high	medium	medium	low	low	low	low	NA	low	9_b2camp
medium	low	high	medium	high	medium	high	high	NA	low	low	9_b2camp
high	low	medium	high	medium	low	low	low	low	low	low	9_b2camp
low	low	high	low	medium	low	low	low	NA	high	low	9_b2camp
low	NA	medium	high	high	high	high	high	NA	high	low	9_b2camp
high	low	high	medium	high	low	low	low	NA	NA	low	9_b2camp
high	low	medium	medium	low	medium	low	medium	NA	NA	low	9_b2camp
low	low	medium	low	medium	low	low	medium	NA	low	low	9_b2camp
low	NA	medium	low	medium	low	medium	high	NA	high	NA	9_b2camp
low	low	medium	medium	high	low	low	medium	NA	NA	NA	9_b2camp
low	low	medium	medium	medium	low	low	low	NA	low	low	9_b2camp
medium	low	high	medium	medium	low	low	low	NA	low	low	9_b2camp
low	low	high	medium	high	low	low	medium	low	low	low	9_b2camp
low	NA	low	low	medium	medium	low	low	low	low	low	9_b2camp
low	low	high	medium	high	medium	low	low	low	high	low	9_b2camp
low	low	high	low	medium	medium	low	medium	high	high	low	9_b2camp
low	low	high	medium	medium	medium	low	low	medium	low	low	9_b2camp
medium	low	low	high	high	high	medium	medium	low	medium	low	9_b2camp
medium	low	medium	low	low	high	high	high	NA	low	NA	9_b2camp
low	low	high	high	high	high	high	high	NA	low	low	9_b2camp
low	low	medium	low	medium	medium	low	low	NA	NA	low	9_b2camp
low	low	medium	high	high	low	low	medium	NA	low	NA	9_b2camp
low	low	medium	medium	low	low	low	medium	low	high	low	9_b2camp
medium	NA	high	low	low	low	low	low	low	medium	low	9_b2camp
low	low	medium	low	low	low	low	low	NA	low	low	9_b2camp
low	low	low	high	high	low	low	medium	NA	low	low	9_b2camp
medium	low	medium	medium	low	medium	low	medium	NA	low	medium	9_b2camp
low	low	high	high	high	low	low	high	NA	high	NA	9_b2camp
medium	low	medium	medium	medium	medium	low	medium	medium	high	medium	9_b2camp
medium	NA	high	medium	high	low	low	low	NA	NA	NA	9_b2camp
low	low	high	low	low	high	medium	high	NA	low	low	9_b2camp
low	NA	medium	medium	medium	low	medium	low	NA	low	low	9_b2camp
low	low	low	low	low	medium	medium	medium	low	NA	low	9_b2camp
high	low	high	medium	high	medium	medium	low	low	low	low	9_b2camp
low	low	medium	high	high	medium	low	medium	low	medium	low	9_b2camp
medium	NA	medium	high	high	medium	medium	low	NA	low	NA	9_b2camp
medium	low	medium	medium	low	high	high	low	NA	low	low	9_b2camp
low	low	high	high	high	low	low	low	NA	low	NA	9_b2camp
low	low	high	low	medium	medium	medium	medium	NA	low	low	9_b2camp
high	low	medium	low	low	high	high	high	NA	NA	NA	9_b2camp
low	NA	medium	medium	low	low	low	medium	low	high	low	9_b2camp
low	low	low	high	high	high	medium	low	NA	NA	low	9_b2camp
low	low	high	high	high	medium	low	medium	NA	high	low	9_b2camp
low	low	medium	medium	low	low	low	medium	NA	high	low	9_b2camp
high	NA	medium	medium	medium	low	low	medium	NA	high	NA	9_b2camp
low	low	high	medium	medium	low	low	medium	NA	low	NA	9_b2camp
low	low	high	high	high	medium	low	low	NA	low	low	9_b2camp
low	NA	high	medium	medium	medium	low	low	NA	low	low	9_b2camp
medium	NA	high	medium	medium	low	low	low	NA	low	low	9_b2camp
low	low	medium	low	low	high	medium	high	NA	high	low	9_b2camp
high	low	medium	medium	medium	high	medium	high	low	NA	low	9_b2camp
high	NA	low	low	medium	low	low	medium	low	medium	low	9_b2camp
medium	low	low	high	high	medium	low	medium	NA	NA	low	9_b2camp
low	low	high	medium	medium	low	low	medium	NA	low	NA	9_b2camp
low	low	low	low	low	low	low	medium	NA	low	low	9_b2camp
medium	NA	high	medium	high	low	low	low	NA	low	low	9_b2camp
low	low	high	high	high	high	medium	low	NA	low	low	9_b2camp
medium	NA	medium	medium	medium	low	low	medium	NA	low	NA	9_b2camp
high	low	high	medium	medium	high	high	high	NA	low	low	9_b2camp
high	low	high	medium	low	low	medium	high	NA	high	low	9_b2camp
medium	low	medium	low	NA	low	medium	low	NA	NA	low	9_b2camp
low	low	medium	low	low	high	medium	low	NA	low	low	9_b2camp
low	NA	low	high	high	high	high	high	NA	high	low	9_b2camp
low	low	high	high	high	low	low	low	NA	high	low	9_b2camp
low	low	high	high	high	medium	medium	medium	NA	low	NA	9_b2camp
low	low	low	low	low	high	high	high	NA	medium	low	9_b2camp
low	low	medium	high	high	medium	low	low	NA	NA	low	9_b2camp
low	low	low	medium	medium	low	low	high	low	high	low	9_b2camp
medium	NA	low	high	high	high	medium	low	low	high	medium	9_b2camp
medium	medium	high	low	medium	medium	low	medium	NA	high	low	9_b2camp
low	low	medium	medium	low	low	low	low	medium	low	NA	9_b2camp
low	low	medium	medium	low	low	low	low	NA	NA	NA	9_b2camp
low	low	medium	medium	low	high	high	high	NA	low	low	9_b2camp
low	low	medium	medium	medium	high	high	high	NA	low	low	9_b2camp
high	low	high	low	medium	medium	medium	high	NA	NA	low	9_b2camp
low	low	medium	high	medium	low	low	medium	NA	high	low	9_b2camp
high	low	high	low	medium	high	high	high	NA	low	NA	9_b2camp
medium	low	medium	low	low	high	medium	high	NA	high	low	9_b2camp
low	low	medium	high	high	medium	medium	high	NA	NA	NA	9_b2camp
high	low	high	medium	medium	low	low	low	NA	low	low	9_b2camp
medium	NA	high	high	high	high	high	high	NA	low	low	9_b2camp
low	low	medium	high	medium	medium	medium	medium	NA	low	low	9_b2camp
medium	NA	medium	low	low	medium	low	low	low	low	NA	9_b2camp
low	low	high	medium	low	medium	medium	medium	low	high	low	9_b2camp
low	low	medium	low	medium	low	low	low	low	high	NA	9_b2camp
medium	low	low	high	high	medium	medium	medium	low	low	low	9_b2camp
high	low	medium	high	high	low	low	medium	NA	low	low	9_b2camp
low	low	medium	medium	high	high	high	high	NA	low	low	9_b2camp
high	low	medium	high	high	medium	low	medium	medium	medium	low	9_b2camp
medium	low	high	medium	medium	medium	medium	medium	low	high	low	9_b2camp
medium	low	medium	medium	medium	high	high	high	low	NA	NA	9_b2camp
low	NA	high	medium	low	high	high	high	low	medium	low	9_b2camp
medium	NA	medium	low	medium	low	low	low	low	low	low	9_b2camp
medium	low	high	medium	high	high	medium	high	low	high	NA	9_b2camp
low	low	high	low	medium	medium	medium	medium	NA	low	low	9_b2camp
low	NA	medium	medium	medium	medium	low	low	low	high	medium	9_b2camp
medium	NA	low	low	medium	medium	low	medium	NA	low	low	9_b2camp
medium	NA	medium	medium	medium	low	low	medium	NA	NA	low	9_b2camp
low	low	high	high	high	high	medium	high	NA	low	low	9_b2camp
high	low	high	medium	low	low	low	low	NA	low	low	9_b2camp
low	low	medium	high	medium	high	high	high	medium	NA	low	9_b2camp
low	low	high	medium	medium	medium	low	low	low	low	low	9_b2camp
low	low	high	low	medium	medium	low	medium	NA	medium	NA	9_b2camp
high	low	high	medium	medium	high	high	high	NA	NA	low	9_b2camp
medium	medium	medium	high	high	high	high	high	NA	low	low	9_b2camp
low	NA	medium	medium	high	low	low	medium	NA	high	low	9_b2camp
low	low	high	low	high	medium	low	low	NA	medium	low	9_b2camp
low	low	high	medium	high	medium	low	medium	NA	low	low	9_b2camp
low	low	high	medium	medium	low	low	low	NA	low	low	9_b2camp
low	low	medium	medium	medium	high	high	high	low	low	medium	9_b2camp
low	low	medium	low	medium	medium	medium	low	low	NA	low	9_b2camp
low	NA	medium	medium	low	high	high	high	NA	high	NA	9_b2camp
low	low	medium	high	high	medium	low	low	medium	low	low	9_b2camp
low	low	medium	low	low	medium	low	medium	NA	NA	low	9_b2camp
low	NA	medium	high	medium	medium	low	high	low	medium	low	9_b2camp
medium	NA	medium	high	medium	low	low	low	low	low	NA	9_b2camp
low	low	high	high	high	low	low	medium	NA	NA	low	9_b2camp
low	medium	high	medium	low	medium	medium	high	NA	NA	low	9_b2camp
medium	low	medium	low	low	high	medium	high	medium	high	medium	9_b2camp
low	low	high	high	high	low	low	medium	NA	low	low	9_b2camp
high	low	medium	medium	medium	high	high	high	low	low	low	9_b2camp
low	low	high	medium	medium	high	high	high	low	NA	low	9_b2camp
medium	NA	high	medium	medium	high	high	high	high	high	medium	9_b2camp
medium	low	low	low	high	medium	medium	medium	NA	NA	low	9_b2camp
low	NA	medium	high	high	low	low	low	NA	low	low	9_b2camp
low	low	low	low	high	low	low	low	NA	low	low	9_b2camp
low	low	low	low	medium	low	low	high	low	high	low	9_b2camp
medium	low	medium	high	low	medium	low	medium	medium	high	medium	9_b2camp
high	low	medium	high	high	low	low	medium	medium	high	medium	9_b2camp
low	NA	low	high	high	low	low	low	NA	high	NA	9_b2camp
NA	low	low	low	medium	medium	low	low	NA	low	low	9_b2camp
medium	NA	high	medium	high	medium	low	low	NA	NA	low	9_b2camp
medium	low	high	high	high	low	low	low	NA	NA	low	9_b2camp
medium	low	high	medium	medium	medium	low	medium	NA	low	low	9_b2camp
high	low	high	medium	medium	low	low	medium	medium	high	low	9_b2camp
low	low	low	low	medium	low	low	high	NA	NA	low	9_b2camp
low	low	high	medium	high	low	low	low	NA	low	NA	9_b2camp
medium	low	high	medium	medium	medium	low	medium	NA	low	low	9_b2camp
medium	low	high	high	high	medium	medium	medium	NA	low	low	9_b2camp
low	low	medium	medium	medium	high	medium	medium	NA	NA	low	9_b2camp
low	low	low	low	medium	high	high	high	NA	high	low	9_b2camp
low	NA	low	high	high	low	low	medium	medium	high	low	9_b2camp
low	low	medium	medium	high	low	low	medium	NA	NA	low	9_b2camp
medium	NA	medium	medium	high	medium	medium	low	NA	NA	low	9_b2camp
low	low	medium	medium	low	high	high	high	NA	low	low	9_b2camp
medium	low	high	low	low	low	low	low	NA	low	NA	9_b2camp
medium	low	low	high	high	medium	low	low	NA	NA	low	9_b2camp
low	low	high	medium	medium	low	low	low	medium	high	low	9_b2camp
medium	low	medium	medium	medium	high	medium	medium	NA	low	low	9_b2camp
low	low	medium	low	low	low	medium	medium	NA	high	low	9_b2camp
medium	low	high	low	low	high	medium	low	NA	low	low	9_b2camp
low	low	high	medium	high	medium	low	low	NA	NA	NA	9_b2camp
low	low	medium	high	high	low	low	medium	NA	NA	low	9_b2camp
high	NA	medium	medium	low	low	low	low	NA	NA	low	9_b2camp
low	low	high	medium	high	high	medium	high	medium	high	low	9_b2camp
medium	low	medium	high	high	medium	medium	medium	low	NA	low	9_b2camp
medium	NA	low	medium	high	high	medium	medium	low	high	low	9_b2camp
medium	NA	medium	medium	high	high	high	high	low	medium	NA	9_b2camp
low	low	medium	medium	medium	medium	medium	medium	medium	high	medium	9_b2camp
low	low	medium	medium	low	high	high	high	NA	low	low	9_b2camp
low	low	medium	medium	low	high	high	high	NA	low	low	9_b2camp
low	low	high	high	medium	medium	medium	high	NA	NA	low	9_b2camp
medium	NA	medium	high	high	low	low	low	NA	low	NA	9_b2camp
low	low	medium	low	medium	low	low	medium	low	NA	low	9_b2camp
high	low	medium	medium	medium	high	high	high	NA	low	low	9_b2camp
low	low	medium	high	high	medium	low	low	low	NA	low	9_b2camp
high	low	medium	high	medium	low	low	low	NA	high	low	9_b2camp
low	low	high	high	high	low	low	medium	low	low	low	9_b2camp
medium	low	high	medium	high	low	low	medium	low	low	low	9_b2camp
