alkylated DNA	REACTION1
REACTION4177	acetyl-CoA
REACTION4177	NADH
glycolate	REACTION4178
REACTION4178	glyoxylate
L-1-phosphatidylethanolamine	REACTION4179
REACTION4179	fatty acid
REACTION4179	1-acyl 2-lyso-phosphatidylethanolamine
[heparan]-N-acetyl-alpha-D-glucosamine	REACTION4180
REACTION4180	[heparan]-alpha-D-glucosamine
REACTION4180	acetate
phosphatidylcholine	REACTION4181
REACTION4181	1-acyl 2-lyso-phosphatidylcholine
REACTION4181	fatty acid
nucleoside triphosphate	REACTION4182
RNA(n)	REACTION4182
REACTION4182	RNA(n+1)
REACTION4182	diphosphate
peptidylproline (omega = 180)	REACTION4183
REACTION4183	peptidylproline (omega = 0)
thymidine	REACTION4184
phosphate	REACTION4184
REACTION4184	2-deoxy-alpha-D-ribose 1-phosphate
REACTION4184	thymine
maltotriose	REACTION4185
REACTION4185	maltose
REACTION4185	D-glucopyranose
dUDP	REACTION4186
ATP	REACTION4186
REACTION4186	dUTP
REACTION4186	ADP
dimethylallyl diphosphate	REACTION4187
isopentenyl diphosphate	REACTION4187
REACTION4187	geranyl diphosphate
REACTION4187	diphosphate
phenyl acetate	REACTION4188
REACTION4188	phenol
REACTION4188	acetate
small peptide	REACTION4189
REACTION4189	n+1 a dipeptide
holo-[acyl-carrier protein]	REACTION4190
malonyl-CoA	REACTION4190
REACTION4190	malonyl-[acp]
REACTION4190	coenzyme A
N2-methylguanine10 in tRNA	REACTION4191
S-adenosyl-L-methionine	REACTION4191
REACTION4191	N2-dimethylguanine10 in tRNA
REACTION4191	S-adenosyl-L-homocysteine
ubiquitin C-terminal thioester	REACTION4192
REACTION4192	ubiquitin
REACTION4192	thiol
9S rRNA	REACTION4193
REACTION4193	5S rRNA
REACTION4193	single-stranded RNA
[keratan]-galactose 6'-sulfate	REACTION4194
REACTION4194	[keratan]-galactose
REACTION4194	sulfate
tetrahydrobiopterin	REACTION4195
L-tryptophan	REACTION4195
REACTION4195	5-hydroxy-L-tryptophan
REACTION4195	4alpha-hydroxy-tetrahydrobiopterin
peptidylproline (omega = 180)	REACTION4196
REACTION4196	peptidylproline (omega = 0)
3,3',5'-triiodothyronamine	REACTION4197
unknown reduced electron acceptor	REACTION4197
REACTION4197	3,3'-diiodothyronamine
REACTION4197	iodide
REACTION4197	unknown oxidized electron acceptor
holo-[acyl-carrier protein]	REACTION4198
malonyl-CoA	REACTION4198
REACTION4198	malonyl-[acp]
REACTION4198	coenzyme A
5,10-methenyltetrahydrofolate	REACTION4199
REACTION4199	N10-formyl-tetrahydrofolate
ATP	REACTION4200
mitogen-activated protein kinase kinase	REACTION4200
REACTION4200	ADP
REACTION4200	phosphorylated mitogen-activated protein kinase kinase
core protein L-serine	REACTION4201
UDP-alpha-D-xylose	REACTION4201
REACTION4201	O-beta-D-xylosyl-[core protein]
REACTION4201	UDP
Fe(II)-siderophore	REACTION4202
NAD+	REACTION4202
REACTION4202	Fe(III)-siderophore
REACTION4202	NADH
[procollagen]-L-lysine	REACTION4203
2-oxoglutarate	REACTION4203
REACTION4203	[procollagen]-5-hydroxy-L-lysine
REACTION4203	succinate
acetyl-CoA	REACTION4204
propanoyl-CoA	REACTION4204
REACTION4204	beta-ketovaleryl-CoA
REACTION4204	coenzyme A
RNase II degradation substrate mRNA	REACTION4205
REACTION4205	nucleoside 5'-monophosphate
5-L-glutamyl-[peptide]	REACTION4206
amino acid	REACTION4206
REACTION4206	5-L-glutamyl-amino acid
REACTION4206	peptide
RNA-DNA hybrid	REACTION4207
REACTION4207	DNA
REACTION4207	nucleoside 5'-monophosphate
N-acetyl-beta-D-galactosalaminyl-[glycan]	REACTION4208
REACTION4208	glycan
REACTION4208	N-acetyl-beta-D-galactosamine
nucleoside cyclic 3',5'-monophosphate	REACTION4209
REACTION4209	nucleoside 5'-monophosphate
leukotriene-D4	REACTION4210
REACTION4210	glycine
REACTION4210	leukotriene-E4
(mannosyl)5-(N-acetylglucosaminyl)2-diphosphodolichol	REACTION4211
dolichyl beta-D-mannosyl phosphate	REACTION4211
REACTION4211	(mannosyl)6-(N-acetylglucosaminyl)2-diphosphodolichol
REACTION4211	dolichyl phosphate
[protein]-(L-serine/L-threonine)	REACTION4212
ATP	REACTION4212
REACTION4212	[protein] (L-serine/L-threonine) phosphate
REACTION4212	ADP
2-oxobutanoate	REACTION4213
coenzyme A	REACTION4213
NAD+	REACTION4213
REACTION4213	propanoyl-CoA
REACTION4213	NADH
NADH[mitochondrial lumen]	REACTION4214
ubiquinone[mitochondrial inner membrane]	REACTION4214
REACTION4214	NAD+[mitochondrial lumen]
REACTION4214	ubiquinol[mitochondrial inner membrane]
RH	REACTION4215
reduced [NADPH-hemoprotein reductase]	REACTION4215
REACTION4215	ROH
REACTION4215	oxidized [NADPH-hemoprotein reductase]
glycosyl-N-acylsphingosine	REACTION4216
REACTION4216	ceramide
REACTION4216	sugar
glucosyl-(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	REACTION4217
dolichyl beta-D-glucosyl phosphate	REACTION4217
REACTION4217	(glucosyl)2(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol
REACTION4217	dolichyl phosphate
NADH[mitochondrial lumen]	REACTION4218
ubiquinone[mitochondrial inner membrane]	REACTION4218
REACTION4218	NAD+[mitochondrial lumen]
REACTION4218	ubiquinol[mitochondrial inner membrane]
dUDP	REACTION4219
ATP	REACTION4219
REACTION4219	dUTP
REACTION4219	ADP
[protein]-(L-serine/L-threonine)	REACTION4220
ATP	REACTION4220
REACTION4220	[protein] (L-serine/L-threonine) phosphate
REACTION4220	ADP
L-1-phosphatidylserine	REACTION4221
REACTION4221	L-1-phosphatidylethanolamine
N,N-dimethylaniline	REACTION4222
NADPH	REACTION4222
REACTION4222	N,N-dimethylaniline-N-oxide
REACTION4222	NADP+
reduced thioredoxin	REACTION4223
organic hydroperoxide	REACTION4223
REACTION4223	oxidized thioredoxin
REACTION4223	alcohol
UDP-N-acetyl-alpha-D-glucosamine	REACTION4224
[protein]-L-threonine	REACTION4224
REACTION4224	UDP
REACTION4224	N-acetyl-alpha-D-glucosaminyl-L-threonine-[glycoprotein]
L-proline	REACTION4225
NAD(P)+	REACTION4225
REACTION4225	(S)-1-pyrroline-5-carboxylate
REACTION4225	NAD(P)H
testosterone	REACTION4226
reduced flavoprotein	REACTION4226
REACTION4226	19-hydroxytestosterone
REACTION4226	oxidized flavoprotein
indole-3-glycol	REACTION4227
NAD+	REACTION4227
REACTION4227	indole-3-glycol aldehyde
REACTION4227	NADH
(3S)-3-hydroxyacyl-CoA[mitochondrial lumen]	REACTION4228
NAD+[mitochondrial lumen]	REACTION4228
REACTION4228	3-oxoacyl-CoA[mitochondrial lumen]
REACTION4228	NADH[mitochondrial lumen]
(3S)-3-hydroxyacyl-CoA[peroxisomal lumen]	REACTION4229
NAD+[peroxisomal lumen]	REACTION4229
REACTION4229	3-oxoacyl-CoA[peroxisomal lumen]
REACTION4229	NADH[peroxisomal lumen]
(S)-propane-1,2-diol	REACTION4230
NAD+	REACTION4230
REACTION4230	acetol
REACTION4230	NADH
D-myo-inositol (1,3,4)-trisphosphate	REACTION4231
REACTION4231	D-myo-inositol (1,3)-bisphosphate
REACTION4231	phosphate
[protein]-(L-serine/L-threonine)	REACTION4232
ATP	REACTION4232
REACTION4232	[protein] (L-serine/L-threonine) phosphate
REACTION4232	ADP
[protein]-(L-serine/L-threonine)	REACTION4233
ATP	REACTION4233
REACTION4233	[protein] (L-serine/L-threonine) phosphate
REACTION4233	ADP
long-chain acyl-CoA	REACTION4234
1-acyl-sn-glycerol 3-phosphate	REACTION4234
REACTION4234	1,2-diacyl-sn-glycerol 3-phosphate
REACTION4234	coenzyme A
cleaved lipoprotein signal peptide	REACTION4235
REACTION4235	peptide
[histone]-L-lysine	REACTION4236
S-adenosyl-L-methionine	REACTION4236
REACTION4236	[histone] N6-methyl-L-lysine
REACTION4236	S-adenosyl-L-homocysteine
D-ribofuranose 5-phosphate	REACTION4237
uracil	REACTION4237
REACTION4237	pseudouridine 5'-phosphate
ATP	REACTION4238
protein	REACTION4238
REACTION4238	ADP
REACTION4238	phosphoprotein
[Cys-Gly]-S-conjugate	REACTION4239
REACTION4239	L-cysteine-S-conjugate
REACTION4239	glycine
3,3'-diiodothyronamine	REACTION4240
unknown reduced electron acceptor	REACTION4240
REACTION4240	3'-iodothyronamine
REACTION4240	iodide
REACTION4240	unknown oxidized electron acceptor
2-oxoglutarate[mitochondrial lumen]	REACTION4241
coenzyme A[mitochondrial lumen]	REACTION4241
NAD+[mitochondrial lumen]	REACTION4241
REACTION4241	succinyl-CoA[mitochondrial lumen]
REACTION4241	NADH[mitochondrial lumen]
11-deoxycorticosterone	REACTION4242
reduced  adrenodoxin	REACTION4242
REACTION4242	corticosterone
REACTION4242	oxidized adrenodoxin
NAD+	REACTION4243
e-	REACTION4243
REACTION4243	NADH
S-ubiquitinyl-[E1 ubiquitin-activating enzyme]-L-cysteine	REACTION4244
[E2 ubiquitin-conjugating enzyme]-L-cysteine	REACTION4244
REACTION4244	[E1 ubiquitin-activating enzyme]-L-cysteine
REACTION4244	S-ubiquitinyl-[E2 ubiquitin-conjugating enzyme]-L-cysteine
alpha-D-glucose 1-phosphate	REACTION4245
REACTION4245	alpha-D-glucose 6-phosphate
indole acetaldehyde	REACTION4246
NAD+	REACTION4246
REACTION4246	indole-3-acetate
REACTION4246	NADH
malonyl-CoA	REACTION4247
REACTION4247	acetyl-CoA
phosphate monoester	REACTION4248
REACTION4248	alcohol
REACTION4248	phosphate
[protein] (L-serine/L-threonine) phosphate	REACTION4249
REACTION4249	[protein]-(L-serine/L-threonine)
REACTION4249	phosphate
complement component protein C4	REACTION4250
REACTION4250	complement component protein C4a
REACTION4250	complement component protein C4b
protein	REACTION4251
REACTION4251	peptide
REACTION4251	peptide
glutathione	REACTION4252
4-hydroxy-2-nonenal	REACTION4252
REACTION4252	4-hydroxy-2-nonenal-glutathione conjugate
cis-stilbene oxide	REACTION4253
REACTION4253	(+)-(1R,2R)-1,2-diphenylethane-1,2-diol
methyl parathion	REACTION4254
REACTION4254	4-nitrophenol
REACTION4254	dimethylthiophosphate
small subunit of molybdopterin synthase	REACTION4255
ATP	REACTION4255
REACTION4255	carboxy-adenylated small subunit of molybdopterin synthase
REACTION4255	diphosphate
protein	REACTION4256
REACTION4256	peptide
REACTION4256	peptide
octanoate	REACTION4257
ATP	REACTION4257
coenzyme A	REACTION4257
REACTION4257	octanoyl-CoA
REACTION4257	AMP
REACTION4257	diphosphate
ATP	REACTION4258
[protein]-L-tyrosine	REACTION4258
REACTION4258	ADP
REACTION4258	[protein]-L-tyrosine phosphate
reduced c-type cytochrome	REACTION4259
REACTION4259	oxidized c-type cytochrome
bilirubin	REACTION4260
NAD(P)+	REACTION4260
REACTION4260	biliverdin-IX-alpha
REACTION4260	NAD(P)H
testosterone	REACTION4261
NAD+	REACTION4261
REACTION4261	androst-4-ene-3,17-dione
REACTION4261	NADH
nucleoside triphosphate	REACTION4262
RNA(n)	REACTION4262
REACTION4262	RNA(n+1)
REACTION4262	diphosphate
iodide	REACTION4263
REACTION4263	I2
1D-myo-inositol 3-monophosphate	REACTION4264
REACTION4264	myo-inositol
REACTION4264	phosphate
protein	REACTION4265
REACTION4265	peptide
REACTION4265	peptide
calcidiol	REACTION4266
NADPH	REACTION4266
REACTION4266	calcitriol
REACTION4266	NADP+
catechol	REACTION4267
REACTION4267	1,2-benzoquinone
ATP	REACTION4268
protein	REACTION4268
REACTION4268	ADP
REACTION4268	phosphoprotein
tRNA precursor with a 5' extension and a short 3' extension	REACTION4269
REACTION4269	tRNA precursor with a short 3' extension
REACTION4269	single-stranded RNA
9-cis-retinol	REACTION4270
NAD+	REACTION4270
REACTION4270	9-cis-retinal
REACTION4270	NADH
tRNA precursor	REACTION4271
CTP	REACTION4271
ATP	REACTION4271
REACTION4271	tRNA containing a 3' CCA end
REACTION4271	diphosphate
tRNA precursor with a 5' extension	REACTION4272
REACTION4272	uncharged tRNA
REACTION4272	single-stranded RNA
NADH	REACTION4273
unknown oxidized electron acceptor	REACTION4273
REACTION4273	NAD+
REACTION4273	unknown reduced electron acceptor
stearoyl-CoA	REACTION4274
REACTION4274	stearate
REACTION4274	coenzyme A
sulfate	REACTION4275
ATP	REACTION4275
REACTION4275	adenosine 5'-phosphosulfate
REACTION4275	diphosphate
debranched limit dextrin	REACTION4276
phosphate	REACTION4276
REACTION4276	alpha-D-glucose 1-phosphate
aldehyde	REACTION4277
NAD(P)+	REACTION4277
REACTION4277	carboxylate
REACTION4277	NAD(P)H
NAD(P)H	REACTION4278
REACTION4278	NAD(P)+
oligonucleotide	REACTION4279
REACTION4279	oligonucleotide
REACTION4279	nucleoside 5'-monophosphate
diphthine-[translation elongation factor 2]	REACTION4280
ammonium	REACTION4280
ATP	REACTION4280
REACTION4280	diphthamide-[translation elongation factor 2]
REACTION4280	AMP
REACTION4280	diphosphate
[protein]-L-tyrosine phosphate	REACTION4281
REACTION4281	[protein]-L-tyrosine
REACTION4281	phosphate
dimethylallyl diphosphate	REACTION4282
isopentenyl diphosphate	REACTION4282
REACTION4282	geranyl diphosphate
REACTION4282	diphosphate
oleate	REACTION4283
NADPH	REACTION4283
REACTION4283	18-hydroxyoleate
REACTION4283	NADP+
all-trans retinal-[cellular-retinol-binding-protein]	REACTION4284
NAD+	REACTION4284
REACTION4284	all-trans-retinoate
REACTION4284	cellular-retinol-binding protein
REACTION4284	NADH
ATP	REACTION4285
[protein]-L-tyrosine	REACTION4285
REACTION4285	ADP
REACTION4285	[protein]-L-tyrosine phosphate
[heparan sulfate]-alpha-N-acetyl-D-glucosamine 6-O-sulfate	REACTION4286
REACTION4286	[heparan]-N-acetyl-alpha-D-glucosamine
REACTION4286	sulfate
(R)-methylmalonyl-CoA	REACTION4287
REACTION4287	(S)-methylmalonyl-CoA
succinyl-CoA	REACTION4288
REACTION4288	succinate
REACTION4288	coenzyme A
adenosine 5'-phosphosulfate	REACTION4289
ATP	REACTION4289
REACTION4289	3'-phosphoadenylyl-sulfate
REACTION4289	ADP
long-chain acyl-CoA	REACTION4290
L-carnitine	REACTION4290
REACTION4290	O-acyl-L-carnitine
REACTION4290	coenzyme A
long-chain acyl-CoA[mitochondrial lumen]	REACTION4291
L-carnitine[mitochondrial lumen]	REACTION4291
REACTION4291	O-acyl-L-carnitine[mitochondrial lumen]
REACTION4291	coenzyme A[mitochondrial lumen]
oxaloacetate	REACTION4292
acetyl-CoA	REACTION4292
ADP	REACTION4292
phosphate	REACTION4292
REACTION4292	citrate
REACTION4292	ATP
REACTION4292	coenzyme A
protein	REACTION4293
REACTION4293	peptide
REACTION4293	peptide
NADH[mitochondrial lumen]	REACTION4294
ubiquinone[mitochondrial inner membrane]	REACTION4294
REACTION4294	NAD+[mitochondrial lumen]
REACTION4294	ubiquinol[mitochondrial inner membrane]
2'-deoxyuridine	REACTION4295
phosphate	REACTION4295
REACTION4295	2-deoxy-alpha-D-ribose 1-phosphate
REACTION4295	uracil
3alpha,7alpha,12alpha-trihydroxy-24-oxo-5-beta-cholestanoyl CoA	REACTION4296
coenzyme A	REACTION4296
REACTION4296	choloyl-CoA
REACTION4296	propanoyl-CoA
ATP	REACTION4297
[protein]-L-tyrosine	REACTION4297
REACTION4297	ADP
REACTION4297	[protein]-L-tyrosine phosphate
NADH	REACTION4298
ubiquinone[inner membrane]	REACTION4298
REACTION4298	NAD+
REACTION4298	ubiquinol[inner membrane]
UDP	REACTION4299
ATP	REACTION4299
REACTION4299	UTP
REACTION4299	ADP
trimethylamine	REACTION4300
NADPH	REACTION4300
REACTION4300	trimethylamine N-oxide
REACTION4300	NADP+
3-(acyloxy)acyl group of bacterial toxin	REACTION4301
REACTION4301	3-hydroxyacyl group of bacterial toxin
REACTION4301	fatty acid
ATP	REACTION4302
REACTION4302	AMP
REACTION4302	phosphate
polycistronic tRNA precursor	REACTION4303
REACTION4303	tRNA precursor with a 5' extension and a short 3' extension
REACTION4303	partially processed polycistronic tRNA precursor
protein	REACTION4304
REACTION4304	peptide
REACTION4304	peptide
dodecanoyl-[acp]	REACTION4305
malonyl-CoA	REACTION4305
REACTION4305	3-oxo-myristoyl-[acp]
REACTION4305	coenzyme A
lauroyl-CoA	REACTION4306
REACTION4306	laurate
REACTION4306	coenzyme A
dADP	REACTION4307
ATP	REACTION4307
REACTION4307	dATP
REACTION4307	ADP
tRNA precursor with a 5' extension and a short 3' extension	REACTION4308
REACTION4308	tRNA precursor with a short 3' extension
REACTION4308	single-stranded RNA
D-glucopyranose 6-phosphate	REACTION4309
REACTION4309	D-glucopyranose
REACTION4309	phosphate
(2E,6E)-farnesyl diphosphate	REACTION4310
isopentenyl diphosphate	REACTION4310
REACTION4310	di-trans, poly-cis-polyprenyl diphosphate (C80)
REACTION4310	diphosphate
N,N'-diacetylchitobiose	REACTION4311
REACTION4311	N-acetyl-D-glucosamine
NADH	REACTION4312
ubiquinone[inner membrane]	REACTION4312
REACTION4312	NAD+
REACTION4312	ubiquinol[inner membrane]
acetyl-CoA	REACTION4313
[Co(I) corrinoid Fe-S protein]	REACTION4313
REACTION4313	carbon monoxide
REACTION4313	[methyl-Co(III) corrinoid Fe-S protein]
REACTION4313	coenzyme A
ATP	REACTION4314
REACTION4314	pppA2'p5'A2'p5'A
REACTION4314	diphosphate
3'-dephospho-CoA	REACTION4315
ATP	REACTION4315
REACTION4315	ADP
REACTION4315	coenzyme A
sphingomyelin	REACTION4316
REACTION4316	ceramide
REACTION4316	phosphocholine
ATP	REACTION4317
mRNA	REACTION4317
REACTION4317	mRNA
REACTION4317	diphosphate
acetyl-CoA	REACTION4318
spermidine	REACTION4318
REACTION4318	N1-acetylspermidine
REACTION4318	coenzyme A
putrescine	REACTION4319
acetyl-CoA	REACTION4319
REACTION4319	N-acetylputrescine
REACTION4319	coenzyme A
oxidized flavodoxin	REACTION4320
NADPH	REACTION4320
REACTION4320	reduced flavodoxin
REACTION4320	NADP+
L-serine	REACTION4321
REACTION4321	D-serine
UDP-N-acetyl-alpha-D-galactosamine	REACTION4322
[glycoprotein]-(L-serine/L-threonine)	REACTION4322
REACTION4322	N-acetyl-alpha-D-galactosalaminyl-[glycoprotein]
REACTION4322	UDP
L-4-hydroxyglutamate semialdehyde	REACTION4323
NAD+	REACTION4323
REACTION4323	erythro-4-hydroxy-L-glutamate
REACTION4323	NADH
ATP	REACTION4324
receptor protein	REACTION4324
REACTION4324	ADP
REACTION4324	phosphorylated receptor protein
N2-succinyl-L-glutamate 5-semialdehyde	REACTION4325
NAD+	REACTION4325
REACTION4325	N2-succinylglutamate
REACTION4325	NADH
ATP	REACTION4326
protein	REACTION4326
REACTION4326	ADP
REACTION4326	phosphoprotein
palmitoyl-[acp]	REACTION4327
malonyl-CoA	REACTION4327
REACTION4327	3-oxo-stearoyl-[acp]
REACTION4327	coenzyme A
2'-deoxyuridine	REACTION4328
phosphate	REACTION4328
REACTION4328	2-deoxy-alpha-D-ribose 1-phosphate
REACTION4328	uracil
N-acetylneuraminate	REACTION4329
REACTION4329	N-acetyl-D-mannosamine
REACTION4329	pyruvate
triglyceride	REACTION4330
REACTION4330	1,2-diglyceride
REACTION4330	fatty acid
(15Z)-tetracosenoate	REACTION4331
ATP	REACTION4331
coenzyme A	REACTION4331
REACTION4331	(Z)-15-tetracosenoyl-CoA
REACTION4331	AMP
REACTION4331	diphosphate
1,2-diacyl-sn-glycerol	REACTION4332
acyl-CoA	REACTION4332
REACTION4332	triacyl-sn-glycerol
REACTION4332	coenzyme A
3,3',5'-triiodo-L-thyronine	REACTION4333
iodide	REACTION4333
unknown oxidized electron acceptor	REACTION4333
REACTION4333	L-thyroxine
REACTION4333	unknown reduced electron acceptor
ADP	REACTION4334
REACTION4334	AMP
REACTION4334	phosphate
peptidylproline (omega = 180)	REACTION4335
REACTION4335	peptidylproline (omega = 0)
protein with incorrect disulfide bonds	REACTION4336
REACTION4336	protein with correct disulfide bonds
L-homocysteine	REACTION4337
REACTION4337	hydrogen sulfide
REACTION4337	L-homolanthionine
guanine9 in tRNA	REACTION4338
S-adenosyl-L-methionine	REACTION4338
REACTION4338	N1-methylguanine9 in tRNA
REACTION4338	S-adenosyl-L-homocysteine
4alpha,14alpha-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol	REACTION4339
NADPH	REACTION4339
REACTION4339	4alpha-methyl-5alpha-cholesta-8,14,24-trien-3beta-ol
REACTION4339	formate
REACTION4339	NADP+
RNA	REACTION4340
REACTION4340	ribonucleoside 3'-phosphate
REACTION4340	3' phosphooligonucleotide
5-(methylthio)-2,3-dioxopentyl 1-phosphate	REACTION4341
REACTION4341	2-hydroxy-5-(methylthio)-3-oxopent-1-enyl 1-phosphate
3'-phosphoadenylyl-sulfate	REACTION4342
indoxyl	REACTION4342
REACTION4342	adenosine 3',5'-bisphosphate
REACTION4342	indoxyl sulfate
(S)-nicotine	REACTION4343
oxidized flavoprotein	REACTION4343
REACTION4343	nicotine-delta1'5'-iminium ion
REACTION4343	reduced flavoprotein
GDP	REACTION4344
ATP	REACTION4344
REACTION4344	GTP
REACTION4344	ADP
arachidoyl-CoA	REACTION4345
1-dodecanol	REACTION4345
REACTION4345	arachidoyl dodecanoate
REACTION4345	coenzyme A
[protein]-(L-serine/L-threonine)	REACTION4346
ATP	REACTION4346
REACTION4346	[protein] (L-serine/L-threonine) phosphate
REACTION4346	ADP
oxalosuccinate	REACTION4347
REACTION4347	2-oxoglutarate
2-hydroxyglutarate	REACTION4348
NAD+	REACTION4348
REACTION4348	2-oxoglutarate
REACTION4348	NADH
NADH[mitochondrial lumen]	REACTION4349
ubiquinone[mitochondrial inner membrane]	REACTION4349
REACTION4349	NAD+[mitochondrial lumen]
REACTION4349	ubiquinol[mitochondrial inner membrane]
UDP-N-acetyl-D-galactosamine	REACTION4350
D-glucuronosyl-1,3-beta-D-galactosyl-[proteoglycan]	REACTION4350
REACTION4350	N-acetyl-D-galactosaminyl-1,4-beta-D-glucuronyl-1,3-beta-D-galactosyl-[proteoglycan]
REACTION4350	UDP
(mannosyl)9-(N-acetylglucosaminyl)2	REACTION4351
REACTION4351	(mannosyl)8-(N-acetylglucosaminyl)2
REACTION4351	D-mannose
glutathione	REACTION4352
REACTION4352	L-cysteinyl-glycine
REACTION4352	L-glutamate
1,2-diacyl-sn-glycerol 3-phosphate	REACTION4353
REACTION4353	1,2-diacyl-sn-glycerol
REACTION4353	phosphate
NADH	REACTION4354
ubiquinone[inner membrane]	REACTION4354
REACTION4354	NAD+
REACTION4354	ubiquinol[inner membrane]
3-beta-hydroxyandrost-5-en-17-one 3-sulfate	REACTION4355
REACTION4355	sulfate
REACTION4355	dehydroepiandrosterone
6-dihydro-NADP	REACTION4356
REACTION4356	NADP+
squalene	REACTION4357
NAD(P)+	REACTION4357
diphosphate	REACTION4357
REACTION4357	presqualene diphosphate
REACTION4357	NAD(P)H
N-acylated aliphatic-L-amino acid	REACTION4358
REACTION4358	carboxylate
REACTION4358	aliphatic L-amino acid
RNase E degradation substrate mRNA	REACTION4359
REACTION4359	single-stranded RNA
amino acids(n)	REACTION4360
REACTION4360	amino acids(n-1)
